#    L    TT             EE             BB             TE             PP             TP             EP          
  2653    0.58234E+02    0.20779E+01    0.00000E+00   -0.50777E+01    0.14442E-08    0.28335E-06   -0.94015E-08
  2654    0.58215E+02    0.20616E+01    0.00000E+00   -0.50562E+01    0.14433E-08    0.28294E-06   -0.92386E-08
  2655    0.58196E+02    0.20452E+01    0.00000E+00   -0.50340E+01    0.14425E-08    0.28251E-06   -0.90752E-08
  2656    0.58175E+02    0.20291E+01    0.00000E+00   -0.50111E+01    0.14416E-08    0.28208E-06   -0.89116E-08
  2657    0.58153E+02    0.20129E+01    0.00000E+00   -0.49876E+01    0.14407E-08    0.28165E-06   -0.87476E-08
  2658    0.58129E+02    0.19968E+01    0.00000E+00   -0.49635E+01    0.14398E-08    0.28120E-06   -0.85833E-08
  2659    0.58105E+02    0.19809E+01    0.00000E+00   -0.49386E+01    0.14390E-08    0.28075E-06   -0.84187E-08
  2660    0.58078E+02    0.19649E+01    0.00000E+00   -0.49131E+01    0.14381E-08    0.28029E-06   -0.82539E-08
  2661    0.58049E+02    0.19491E+01    0.00000E+00   -0.48870E+01    0.14372E-08    0.27982E-06   -0.80888E-08
  2662    0.58018E+02    0.19333E+01    0.00000E+00   -0.48602E+01    0.14364E-08    0.27935E-06   -0.79235E-08
  2663    0.57986E+02    0.19176E+01    0.00000E+00   -0.48328E+01    0.14355E-08    0.27887E-06   -0.77580E-08
  2664    0.57952E+02    0.19020E+01    0.00000E+00   -0.48048E+01    0.14346E-08    0.27838E-06   -0.75923E-08
  2665    0.57917E+02    0.18864E+01    0.00000E+00   -0.47762E+01    0.14338E-08    0.27789E-06   -0.74264E-08
  2666    0.57879E+02    0.18710E+01    0.00000E+00   -0.47471E+01    0.14329E-08    0.27738E-06   -0.72604E-08
  2667    0.57840E+02    0.18557E+01    0.00000E+00   -0.47173E+01    0.14320E-08    0.27688E-06   -0.70942E-08
  2668    0.57799E+02    0.18405E+01    0.00000E+00   -0.46871E+01    0.14312E-08    0.27636E-06   -0.69280E-08
  2669    0.57756E+02    0.18254E+01    0.00000E+00   -0.46562E+01    0.14303E-08    0.27584E-06   -0.67616E-08
  2670    0.57712E+02    0.18105E+01    0.00000E+00   -0.46248E+01    0.14294E-08    0.27530E-06   -0.65952E-08
  2671    0.57665E+02    0.17956E+01    0.00000E+00   -0.45929E+01    0.14286E-08    0.27477E-06   -0.64288E-08
  2672    0.57617E+02    0.17808E+01    0.00000E+00   -0.45605E+01    0.14277E-08    0.27422E-06   -0.62623E-08
  2673    0.57567E+02    0.17662E+01    0.00000E+00   -0.45275E+01    0.14269E-08    0.27367E-06   -0.60957E-08
  2674    0.57514E+02    0.17518E+01    0.00000E+00   -0.44942E+01    0.14260E-08    0.27311E-06   -0.59292E-08
  2675    0.57461E+02    0.17374E+01    0.00000E+00   -0.44602E+01    0.14251E-08    0.27254E-06   -0.57628E-08
  2676    0.57404E+02    0.17232E+01    0.00000E+00   -0.44259E+01    0.14243E-08    0.27197E-06   -0.55964E-08
  2677    0.57346E+02    0.17091E+01    0.00000E+00   -0.43911E+01    0.14234E-08    0.27139E-06   -0.54300E-08
  2678    0.57285E+02    0.16952E+01    0.00000E+00   -0.43558E+01    0.14226E-08    0.27080E-06   -0.52637E-08
  2679    0.57223E+02    0.16813E+01    0.00000E+00   -0.43202E+01    0.14217E-08    0.27021E-06   -0.50976E-08
  2680    0.57159E+02    0.16677E+01    0.00000E+00   -0.42842E+01    0.14209E-08    0.26961E-06   -0.49315E-08
  2681    0.57093E+02    0.16542E+01    0.00000E+00   -0.42478E+01    0.14200E-08    0.26900E-06   -0.47656E-08
  2682    0.57024E+02    0.16409E+01    0.00000E+00   -0.42109E+01    0.14192E-08    0.26838E-06   -0.45999E-08
  2683    0.56954E+02    0.16277E+01    0.00000E+00   -0.41737E+01    0.14183E-08    0.26776E-06   -0.44343E-08
  2684    0.56882E+02    0.16146E+01    0.00000E+00   -0.41361E+01    0.14175E-08    0.26713E-06   -0.42690E-08
  2685    0.56806E+02    0.16018E+01    0.00000E+00   -0.40981E+01    0.14166E-08    0.26649E-06   -0.41039E-08
  2686    0.56730E+02    0.15890E+01    0.00000E+00   -0.40600E+01    0.14158E-08    0.26585E-06   -0.39390E-08
  2687    0.56652E+02    0.15764E+01    0.00000E+00   -0.40214E+01    0.14149E-08    0.26519E-06   -0.37744E-08
  2688    0.56571E+02    0.15641E+01    0.00000E+00   -0.39825E+01    0.14141E-08    0.26454E-06   -0.36101E-08
  2689    0.56488E+02    0.15519E+01    0.00000E+00   -0.39434E+01    0.14132E-08    0.26387E-06   -0.34460E-08
  2690    0.56403E+02    0.15399E+01    0.00000E+00   -0.39040E+01    0.14124E-08    0.26320E-06   -0.32823E-08
  2691    0.56316E+02    0.15281E+01    0.00000E+00   -0.38642E+01    0.14115E-08    0.26252E-06   -0.31190E-08
  2692    0.56227E+02    0.15164E+01    0.00000E+00   -0.38243E+01    0.14107E-08    0.26183E-06   -0.29559E-08
  2693    0.56135E+02    0.15049E+01    0.00000E+00   -0.37841E+01    0.14098E-08    0.26114E-06   -0.27933E-08
  2694    0.56042E+02    0.14936E+01    0.00000E+00   -0.37437E+01    0.14090E-08    0.26044E-06   -0.26311E-08
  2695    0.55946E+02    0.14825E+01    0.00000E+00   -0.37031E+01    0.14082E-08    0.25973E-06   -0.24693E-08
  2696    0.55849E+02    0.14716E+01    0.00000E+00   -0.36623E+01    0.14073E-08    0.25902E-06   -0.23079E-08
  2697    0.55749E+02    0.14608E+01    0.00000E+00   -0.36213E+01    0.14065E-08    0.25829E-06   -0.21470E-08
  2698    0.55646E+02    0.14503E+01    0.00000E+00   -0.35802E+01    0.14056E-08    0.25757E-06   -0.19866E-08
  2699    0.55542E+02    0.14400E+01    0.00000E+00   -0.35389E+01    0.14048E-08    0.25683E-06   -0.18266E-08
  2700    0.55436E+02    0.14299E+01    0.00000E+00   -0.34975E+01    0.14040E-08    0.25609E-06   -0.16672E-08
  2701    0.55328E+02    0.14199E+01    0.00000E+00   -0.34560E+01    0.14031E-08    0.25534E-06   -0.15083E-08
  2702    0.55218E+02    0.14101E+01    0.00000E+00   -0.34144E+01    0.14023E-08    0.25458E-06   -0.13500E-08
  2703    0.55105E+02    0.14006E+01    0.00000E+00   -0.33726E+01    0.14015E-08    0.25382E-06   -0.11922E-08
  2704    0.54991E+02    0.13912E+01    0.00000E+00   -0.33308E+01    0.14006E-08    0.25305E-06   -0.10350E-08
  2705    0.54874E+02    0.13820E+01    0.00000E+00   -0.32888E+01    0.13998E-08    0.25228E-06   -0.87833E-09
  2706    0.54756E+02    0.13731E+01    0.00000E+00   -0.32470E+01    0.13990E-08    0.25150E-06   -0.72229E-09
  2707    0.54635E+02    0.13643E+01    0.00000E+00   -0.32049E+01    0.13981E-08    0.25071E-06   -0.56685E-09
  2708    0.54513E+02    0.13558E+01    0.00000E+00   -0.31629E+01    0.13973E-08    0.24992E-06   -0.41203E-09
  2709    0.54388E+02    0.13474E+01    0.00000E+00   -0.31209E+01    0.13965E-08    0.24912E-06   -0.25784E-09
  2710    0.54261E+02    0.13393E+01    0.00000E+00   -0.30788E+01    0.13956E-08    0.24832E-06   -0.10428E-09
  2711    0.54133E+02    0.13313E+01    0.00000E+00   -0.30368E+01    0.13948E-08    0.24752E-06    0.48631E-10
  2712    0.54002E+02    0.13236E+01    0.00000E+00   -0.29948E+01    0.13940E-08    0.24671E-06    0.20088E-09
  2713    0.53871E+02    0.13160E+01    0.00000E+00   -0.29529E+01    0.13932E-08    0.24590E-06    0.35246E-09
  2714    0.53736E+02    0.13087E+01    0.00000E+00   -0.29110E+01    0.13923E-08    0.24508E-06    0.50336E-09
  2715    0.53600E+02    0.13015E+01    0.00000E+00   -0.28693E+01    0.13915E-08    0.24426E-06    0.65356E-09
  2716    0.53462E+02    0.12947E+01    0.00000E+00   -0.28275E+01    0.13907E-08    0.24344E-06    0.80306E-09
  2717    0.53322E+02    0.12880E+01    0.00000E+00   -0.27858E+01    0.13899E-08    0.24262E-06    0.95184E-09
  2718    0.53180E+02    0.12815E+01    0.00000E+00   -0.27444E+01    0.13890E-08    0.24179E-06    0.10999E-08
  2719    0.53036E+02    0.12752E+01    0.00000E+00   -0.27030E+01    0.13882E-08    0.24096E-06    0.12472E-08
  2720    0.52891E+02    0.12692E+01    0.00000E+00   -0.26616E+01    0.13874E-08    0.24013E-06    0.13938E-08
  2721    0.52744E+02    0.12633E+01    0.00000E+00   -0.26205E+01    0.13866E-08    0.23930E-06    0.15396E-08
  2722    0.52595E+02    0.12576E+01    0.00000E+00   -0.25796E+01    0.13858E-08    0.23846E-06    0.16846E-08
  2723    0.52443E+02    0.12522E+01    0.00000E+00   -0.25388E+01    0.13849E-08    0.23763E-06    0.18289E-08
  2724    0.52291E+02    0.12470E+01    0.00000E+00   -0.24981E+01    0.13841E-08    0.23679E-06    0.19723E-08
  2725    0.52138E+02    0.12419E+01    0.00000E+00   -0.24577E+01    0.13833E-08    0.23596E-06    0.21150E-08
  2726    0.51982E+02    0.12371E+01    0.00000E+00   -0.24176E+01    0.13825E-08    0.23512E-06    0.22568E-08
  2727    0.51825E+02    0.12324E+01    0.00000E+00   -0.23776E+01    0.13817E-08    0.23428E-06    0.23978E-08
  2728    0.51665E+02    0.12280E+01    0.00000E+00   -0.23379E+01    0.13809E-08    0.23345E-06    0.25380E-08
  2729    0.51505E+02    0.12238E+01    0.00000E+00   -0.22983E+01    0.13800E-08    0.23261E-06    0.26773E-08
  2730    0.51343E+02    0.12198E+01    0.00000E+00   -0.22591E+01    0.13792E-08    0.23178E-06    0.28157E-08
  2731    0.51180E+02    0.12160E+01    0.00000E+00   -0.22201E+01    0.13784E-08    0.23094E-06    0.29533E-08
  2732    0.51015E+02    0.12123E+01    0.00000E+00   -0.21815E+01    0.13776E-08    0.23011E-06    0.30900E-08
  2733    0.50848E+02    0.12089E+01    0.00000E+00   -0.21430E+01    0.13768E-08    0.22928E-06    0.32258E-08
  2734    0.50680E+02    0.12057E+01    0.00000E+00   -0.21049E+01    0.13760E-08    0.22845E-06    0.33607E-08
  2735    0.50511E+02    0.12027E+01    0.00000E+00   -0.20672E+01    0.13752E-08    0.22763E-06    0.34946E-08
  2736    0.50341E+02    0.11999E+01    0.00000E+00   -0.20297E+01    0.13744E-08    0.22680E-06    0.36277E-08
  2737    0.50168E+02    0.11972E+01    0.00000E+00   -0.19926E+01    0.13736E-08    0.22598E-06    0.37598E-08
  2738    0.49995E+02    0.11948E+01    0.00000E+00   -0.19557E+01    0.13728E-08    0.22516E-06    0.38909E-08
  2739    0.49819E+02    0.11925E+01    0.00000E+00   -0.19193E+01    0.13719E-08    0.22435E-06    0.40211E-08
  2740    0.49644E+02    0.11904E+01    0.00000E+00   -0.18832E+01    0.13711E-08    0.22353E-06    0.41503E-08
  2741    0.49467E+02    0.11886E+01    0.00000E+00   -0.18474E+01    0.13703E-08    0.22273E-06    0.42785E-08
  2742    0.49289E+02    0.11869E+01    0.00000E+00   -0.18122E+01    0.13695E-08    0.22192E-06    0.44057E-08
  2743    0.49109E+02    0.11853E+01    0.00000E+00   -0.17772E+01    0.13687E-08    0.22112E-06    0.45320E-08
  2744    0.48929E+02    0.11839E+01    0.00000E+00   -0.17426E+01    0.13679E-08    0.22033E-06    0.46571E-08
  2745    0.48747E+02    0.11829E+01    0.00000E+00   -0.17085E+01    0.13671E-08    0.21954E-06    0.47813E-08
  2746    0.48564E+02    0.11819E+01    0.00000E+00   -0.16748E+01    0.13663E-08    0.21875E-06    0.49044E-08
  2747    0.48381E+02    0.11812E+01    0.00000E+00   -0.16414E+01    0.13655E-08    0.21798E-06    0.50265E-08
  2748    0.48196E+02    0.11805E+01    0.00000E+00   -0.16085E+01    0.13647E-08    0.21720E-06    0.51475E-08
  2749    0.48011E+02    0.11801E+01    0.00000E+00   -0.15760E+01    0.13639E-08    0.21643E-06    0.52674E-08
  2750    0.47824E+02    0.11798E+01    0.00000E+00   -0.15440E+01    0.13631E-08    0.21567E-06    0.53863E-08
  2751    0.47637E+02    0.11798E+01    0.00000E+00   -0.15125E+01    0.13623E-08    0.21492E-06    0.55040E-08
  2752    0.47448E+02    0.11799E+01    0.00000E+00   -0.14815E+01    0.13615E-08    0.21417E-06    0.56206E-08
  2753    0.47259E+02    0.11801E+01    0.00000E+00   -0.14509E+01    0.13607E-08    0.21343E-06    0.57362E-08
  2754    0.47070E+02    0.11805E+01    0.00000E+00   -0.14207E+01    0.13599E-08    0.21269E-06    0.58506E-08
  2755    0.46879E+02    0.11810E+01    0.00000E+00   -0.13911E+01    0.13591E-08    0.21196E-06    0.59639E-08
  2756    0.46688E+02    0.11818E+01    0.00000E+00   -0.13620E+01    0.13584E-08    0.21123E-06    0.60761E-08
  2757    0.46496E+02    0.11826E+01    0.00000E+00   -0.13334E+01    0.13576E-08    0.21051E-06    0.61871E-08
  2758    0.46304E+02    0.11837E+01    0.00000E+00   -0.13052E+01    0.13568E-08    0.20979E-06    0.62970E-08
  2759    0.46111E+02    0.11849E+01    0.00000E+00   -0.12775E+01    0.13560E-08    0.20908E-06    0.64058E-08
  2760    0.45918E+02    0.11862E+01    0.00000E+00   -0.12505E+01    0.13552E-08    0.20838E-06    0.65134E-08
  2761    0.45723E+02    0.11877E+01    0.00000E+00   -0.12238E+01    0.13544E-08    0.20768E-06    0.66199E-08
  2762    0.45530E+02    0.11893E+01    0.00000E+00   -0.11977E+01    0.13536E-08    0.20698E-06    0.67253E-08
  2763    0.45334E+02    0.11912E+01    0.00000E+00   -0.11721E+01    0.13528E-08    0.20628E-06    0.68295E-08
  2764    0.45139E+02    0.11930E+01    0.00000E+00   -0.11471E+01    0.13520E-08    0.20559E-06    0.69325E-08
  2765    0.44944E+02    0.11950E+01    0.00000E+00   -0.11227E+01    0.13512E-08    0.20491E-06    0.70344E-08
  2766    0.44747E+02    0.11971E+01    0.00000E+00   -0.10987E+01    0.13505E-08    0.20422E-06    0.71351E-08
  2767    0.44551E+02    0.11995E+01    0.00000E+00   -0.10753E+01    0.13497E-08    0.20354E-06    0.72346E-08
  2768    0.44354E+02    0.12019E+01    0.00000E+00   -0.10525E+01    0.13489E-08    0.20287E-06    0.73330E-08
  2769    0.44157E+02    0.12045E+01    0.00000E+00   -0.10301E+01    0.13481E-08    0.20219E-06    0.74301E-08
  2770    0.43960E+02    0.12071E+01    0.00000E+00   -0.10085E+01    0.13473E-08    0.20152E-06    0.75261E-08
  2771    0.43764E+02    0.12099E+01    0.00000E+00   -0.98739E+00    0.13465E-08    0.20085E-06    0.76209E-08
  2772    0.43566E+02    0.12127E+01    0.00000E+00   -0.96680E+00    0.13458E-08    0.20018E-06    0.77145E-08
  2773    0.43369E+02    0.12157E+01    0.00000E+00   -0.94659E+00    0.13450E-08    0.19951E-06    0.78069E-08
  2774    0.43172E+02    0.12188E+01    0.00000E+00   -0.92714E+00    0.13442E-08    0.19885E-06    0.78981E-08
  2775    0.42975E+02    0.12220E+01    0.00000E+00   -0.90808E+00    0.13434E-08    0.19818E-06    0.79880E-08
  2776    0.42778E+02    0.12253E+01    0.00000E+00   -0.88978E+00    0.13426E-08    0.19752E-06    0.80768E-08
  2777    0.42580E+02    0.12287E+01    0.00000E+00   -0.87209E+00    0.13419E-08    0.19686E-06    0.81644E-08
  2778    0.42384E+02    0.12322E+01    0.00000E+00   -0.85486E+00    0.13411E-08    0.19620E-06    0.82507E-08
  2779    0.42186E+02    0.12358E+01    0.00000E+00   -0.83817E+00    0.13403E-08    0.19554E-06    0.83358E-08
  2780    0.41990E+02    0.12394E+01    0.00000E+00   -0.82210E+00    0.13395E-08    0.19488E-06    0.84196E-08
  2781    0.41794E+02    0.12432E+01    0.00000E+00   -0.80664E+00    0.13388E-08    0.19422E-06    0.85022E-08
  2782    0.41599E+02    0.12470E+01    0.00000E+00   -0.79171E+00    0.13380E-08    0.19356E-06    0.85836E-08
  2783    0.41404E+02    0.12509E+01    0.00000E+00   -0.77740E+00    0.13372E-08    0.19290E-06    0.86637E-08
  2784    0.41209E+02    0.12549E+01    0.00000E+00   -0.76371E+00    0.13364E-08    0.19224E-06    0.87426E-08
  2785    0.41014E+02    0.12590E+01    0.00000E+00   -0.75052E+00    0.13357E-08    0.19158E-06    0.88202E-08
  2786    0.40820E+02    0.12631E+01    0.00000E+00   -0.73790E+00    0.13349E-08    0.19091E-06    0.88966E-08
  2787    0.40626E+02    0.12673E+01    0.00000E+00   -0.72590E+00    0.13341E-08    0.19025E-06    0.89717E-08
  2788    0.40432E+02    0.12716E+01    0.00000E+00   -0.71445E+00    0.13334E-08    0.18958E-06    0.90455E-08
  2789    0.40239E+02    0.12759E+01    0.00000E+00   -0.70365E+00    0.13326E-08    0.18892E-06    0.91180E-08
  2790    0.40048E+02    0.12803E+01    0.00000E+00   -0.69337E+00    0.13318E-08    0.18825E-06    0.91893E-08
  2791    0.39854E+02    0.12846E+01    0.00000E+00   -0.68366E+00    0.13311E-08    0.18758E-06    0.92593E-08
  2792    0.39664E+02    0.12891E+01    0.00000E+00   -0.67454E+00    0.13303E-08    0.18690E-06    0.93280E-08
  2793    0.39473E+02    0.12937E+01    0.00000E+00   -0.66599E+00    0.13295E-08    0.18623E-06    0.93953E-08
  2794    0.39283E+02    0.12982E+01    0.00000E+00   -0.65800E+00    0.13288E-08    0.18555E-06    0.94614E-08
  2795    0.39093E+02    0.13028E+01    0.00000E+00   -0.65058E+00    0.13280E-08    0.18487E-06    0.95262E-08
  2796    0.38905E+02    0.13075E+01    0.00000E+00   -0.64372E+00    0.13272E-08    0.18418E-06    0.95897E-08
  2797    0.38718E+02    0.13121E+01    0.00000E+00   -0.63744E+00    0.13265E-08    0.18349E-06    0.96519E-08
  2798    0.38531E+02    0.13169E+01    0.00000E+00   -0.63171E+00    0.13257E-08    0.18280E-06    0.97127E-08
  2799    0.38346E+02    0.13216E+01    0.00000E+00   -0.62654E+00    0.13249E-08    0.18211E-06    0.97723E-08
  2800    0.38159E+02    0.13263E+01    0.00000E+00   -0.62191E+00    0.13242E-08    0.18141E-06    0.98305E-08
  2801    0.37976E+02    0.13311E+01    0.00000E+00   -0.61785E+00    0.13234E-08    0.18070E-06    0.98874E-08
  2802    0.37792E+02    0.13359E+01    0.00000E+00   -0.61433E+00    0.13227E-08    0.18000E-06    0.99429E-08
  2803    0.37610E+02    0.13407E+01    0.00000E+00   -0.61136E+00    0.13219E-08    0.17929E-06    0.99971E-08
  2804    0.37429E+02    0.13454E+01    0.00000E+00   -0.60892E+00    0.13211E-08    0.17857E-06    0.10050E-07
  2805    0.37249E+02    0.13503E+01    0.00000E+00   -0.60702E+00    0.13204E-08    0.17785E-06    0.10102E-07
  2806    0.37069E+02    0.13551E+01    0.00000E+00   -0.60565E+00    0.13196E-08    0.17713E-06    0.10152E-07
  2807    0.36892E+02    0.13599E+01    0.00000E+00   -0.60482E+00    0.13189E-08    0.17641E-06    0.10201E-07
  2808    0.36714E+02    0.13647E+01    0.00000E+00   -0.60450E+00    0.13181E-08    0.17569E-06    0.10249E-07
  2809    0.36539E+02    0.13695E+01    0.00000E+00   -0.60470E+00    0.13174E-08    0.17496E-06    0.10295E-07
  2810    0.36364E+02    0.13743E+01    0.00000E+00   -0.60540E+00    0.13166E-08    0.17423E-06    0.10340E-07
  2811    0.36191E+02    0.13791E+01    0.00000E+00   -0.60661E+00    0.13159E-08    0.17350E-06    0.10384E-07
  2812    0.36018E+02    0.13839E+01    0.00000E+00   -0.60833E+00    0.13151E-08    0.17277E-06    0.10426E-07
  2813    0.35848E+02    0.13886E+01    0.00000E+00   -0.61055E+00    0.13144E-08    0.17204E-06    0.10467E-07
  2814    0.35677E+02    0.13934E+01    0.00000E+00   -0.61326E+00    0.13136E-08    0.17131E-06    0.10507E-07
  2815    0.35508E+02    0.13981E+01    0.00000E+00   -0.61644E+00    0.13128E-08    0.17058E-06    0.10546E-07
  2816    0.35341E+02    0.14027E+01    0.00000E+00   -0.62011E+00    0.13121E-08    0.16984E-06    0.10583E-07
  2817    0.35175E+02    0.14074E+01    0.00000E+00   -0.62424E+00    0.13113E-08    0.16911E-06    0.10619E-07
  2818    0.35010E+02    0.14120E+01    0.00000E+00   -0.62883E+00    0.13106E-08    0.16838E-06    0.10654E-07
  2819    0.34847E+02    0.14166E+01    0.00000E+00   -0.63390E+00    0.13099E-08    0.16765E-06    0.10688E-07
  2820    0.34685E+02    0.14212E+01    0.00000E+00   -0.63940E+00    0.13091E-08    0.16692E-06    0.10720E-07
  2821    0.34524E+02    0.14256E+01    0.00000E+00   -0.64534E+00    0.13084E-08    0.16620E-06    0.10751E-07
  2822    0.34365E+02    0.14301E+01    0.00000E+00   -0.65174E+00    0.13076E-08    0.16547E-06    0.10781E-07
  2823    0.34208E+02    0.14346E+01    0.00000E+00   -0.65855E+00    0.13069E-08    0.16475E-06    0.10810E-07
  2824    0.34052E+02    0.14390E+01    0.00000E+00   -0.66581E+00    0.13061E-08    0.16403E-06    0.10837E-07
  2825    0.33897E+02    0.14432E+01    0.00000E+00   -0.67347E+00    0.13054E-08    0.16331E-06    0.10863E-07
  2826    0.33744E+02    0.14476E+01    0.00000E+00   -0.68155E+00    0.13046E-08    0.16260E-06    0.10888E-07
  2827    0.33592E+02    0.14518E+01    0.00000E+00   -0.69003E+00    0.13039E-08    0.16189E-06    0.10911E-07
  2828    0.33441E+02    0.14559E+01    0.00000E+00   -0.69891E+00    0.13032E-08    0.16118E-06    0.10934E-07
  2829    0.33293E+02    0.14600E+01    0.00000E+00   -0.70817E+00    0.13024E-08    0.16048E-06    0.10955E-07
  2830    0.33145E+02    0.14641E+01    0.00000E+00   -0.71782E+00    0.13017E-08    0.15978E-06    0.10975E-07
  2831    0.32999E+02    0.14680E+01    0.00000E+00   -0.72784E+00    0.13009E-08    0.15908E-06    0.10994E-07
  2832    0.32855E+02    0.14719E+01    0.00000E+00   -0.73822E+00    0.13002E-08    0.15839E-06    0.11011E-07
  2833    0.32713E+02    0.14756E+01    0.00000E+00   -0.74893E+00    0.12995E-08    0.15771E-06    0.11027E-07
  2834    0.32572E+02    0.14794E+01    0.00000E+00   -0.76004E+00    0.12987E-08    0.15703E-06    0.11042E-07
  2835    0.32433E+02    0.14830E+01    0.00000E+00   -0.77154E+00    0.12980E-08    0.15636E-06    0.11056E-07
  2836    0.32295E+02    0.14867E+01    0.00000E+00   -0.78328E+00    0.12972E-08    0.15569E-06    0.11069E-07
  2837    0.32159E+02    0.14901E+01    0.00000E+00   -0.79534E+00    0.12965E-08    0.15503E-06    0.11081E-07
  2838    0.32025E+02    0.14935E+01    0.00000E+00   -0.80771E+00    0.12958E-08    0.15438E-06    0.11091E-07
  2839    0.31892E+02    0.14970E+01    0.00000E+00   -0.82041E+00    0.12950E-08    0.15373E-06    0.11100E-07
  2840    0.31761E+02    0.15001E+01    0.00000E+00   -0.83341E+00    0.12943E-08    0.15309E-06    0.11108E-07
  2841    0.31631E+02    0.15033E+01    0.00000E+00   -0.84673E+00    0.12936E-08    0.15245E-06    0.11115E-07
  2842    0.31504E+02    0.15064E+01    0.00000E+00   -0.86037E+00    0.12928E-08    0.15183E-06    0.11120E-07
  2843    0.31377E+02    0.15094E+01    0.00000E+00   -0.87418E+00    0.12921E-08    0.15121E-06    0.11125E-07
  2844    0.31253E+02    0.15122E+01    0.00000E+00   -0.88830E+00    0.12914E-08    0.15060E-06    0.11128E-07
  2845    0.31130E+02    0.15151E+01    0.00000E+00   -0.90266E+00    0.12907E-08    0.15000E-06    0.11130E-07
  2846    0.31010E+02    0.15178E+01    0.00000E+00   -0.91733E+00    0.12899E-08    0.14941E-06    0.11131E-07
  2847    0.30890E+02    0.15204E+01    0.00000E+00   -0.93218E+00    0.12892E-08    0.14883E-06    0.11131E-07
  2848    0.30772E+02    0.15229E+01    0.00000E+00   -0.94726E+00    0.12885E-08    0.14826E-06    0.11129E-07
  2849    0.30656E+02    0.15253E+01    0.00000E+00   -0.96266E+00    0.12877E-08    0.14769E-06    0.11127E-07
  2850    0.30543E+02    0.15275E+01    0.00000E+00   -0.97807E+00    0.12870E-08    0.14714E-06    0.11123E-07
  2851    0.30430E+02    0.15297E+01    0.00000E+00   -0.99387E+00    0.12863E-08    0.14660E-06    0.11118E-07
  2852    0.30319E+02    0.15317E+01    0.00000E+00   -0.10098E+01    0.12856E-08    0.14607E-06    0.11112E-07
  2853    0.30211E+02    0.15337E+01    0.00000E+00   -0.10260E+01    0.12848E-08    0.14554E-06    0.11105E-07
  2854    0.30104E+02    0.15356E+01    0.00000E+00   -0.10422E+01    0.12841E-08    0.14503E-06    0.11097E-07
  2855    0.29998E+02    0.15373E+01    0.00000E+00   -0.10587E+01    0.12834E-08    0.14453E-06    0.11088E-07
  2856    0.29894E+02    0.15389E+01    0.00000E+00   -0.10753E+01    0.12827E-08    0.14404E-06    0.11077E-07
  2857    0.29792E+02    0.15403E+01    0.00000E+00   -0.10921E+01    0.12819E-08    0.14355E-06    0.11066E-07
  2858    0.29691E+02    0.15418E+01    0.00000E+00   -0.11089E+01    0.12812E-08    0.14308E-06    0.11053E-07
  2859    0.29592E+02    0.15431E+01    0.00000E+00   -0.11259E+01    0.12805E-08    0.14261E-06    0.11039E-07
  2860    0.29495E+02    0.15443E+01    0.00000E+00   -0.11430E+01    0.12798E-08    0.14216E-06    0.11025E-07
  2861    0.29400E+02    0.15453E+01    0.00000E+00   -0.11605E+01    0.12791E-08    0.14171E-06    0.11009E-07
  2862    0.29307E+02    0.15462E+01    0.00000E+00   -0.11778E+01    0.12783E-08    0.14127E-06    0.10992E-07
  2863    0.29214E+02    0.15471E+01    0.00000E+00   -0.11952E+01    0.12776E-08    0.14084E-06    0.10974E-07
  2864    0.29124E+02    0.15477E+01    0.00000E+00   -0.12128E+01    0.12769E-08    0.14042E-06    0.10955E-07
  2865    0.29035E+02    0.15484E+01    0.00000E+00   -0.12304E+01    0.12762E-08    0.14001E-06    0.10935E-07
  2866    0.28947E+02    0.15488E+01    0.00000E+00   -0.12481E+01    0.12755E-08    0.13961E-06    0.10914E-07
  2867    0.28862E+02    0.15491E+01    0.00000E+00   -0.12659E+01    0.12748E-08    0.13921E-06    0.10892E-07
  2868    0.28778E+02    0.15494E+01    0.00000E+00   -0.12837E+01    0.12741E-08    0.13883E-06    0.10869E-07
  2869    0.28696E+02    0.15494E+01    0.00000E+00   -0.13015E+01    0.12733E-08    0.13845E-06    0.10845E-07
  2870    0.28616E+02    0.15494E+01    0.00000E+00   -0.13195E+01    0.12726E-08    0.13807E-06    0.10820E-07
  2871    0.28536E+02    0.15492E+01    0.00000E+00   -0.13374E+01    0.12719E-08    0.13771E-06    0.10794E-07
  2872    0.28459E+02    0.15490E+01    0.00000E+00   -0.13554E+01    0.12712E-08    0.13735E-06    0.10766E-07
  2873    0.28384E+02    0.15485E+01    0.00000E+00   -0.13732E+01    0.12705E-08    0.13700E-06    0.10738E-07
  2874    0.28311E+02    0.15480E+01    0.00000E+00   -0.13912E+01    0.12698E-08    0.13666E-06    0.10709E-07
  2875    0.28238E+02    0.15473E+01    0.00000E+00   -0.14091E+01    0.12691E-08    0.13633E-06    0.10679E-07
  2876    0.28167E+02    0.15464E+01    0.00000E+00   -0.14271E+01    0.12684E-08    0.13600E-06    0.10648E-07
  2877    0.28097E+02    0.15456E+01    0.00000E+00   -0.14449E+01    0.12676E-08    0.13568E-06    0.10616E-07
  2878    0.28029E+02    0.15445E+01    0.00000E+00   -0.14627E+01    0.12669E-08    0.13536E-06    0.10584E-07
  2879    0.27963E+02    0.15433E+01    0.00000E+00   -0.14805E+01    0.12662E-08    0.13505E-06    0.10550E-07
  2880    0.27898E+02    0.15421E+01    0.00000E+00   -0.14983E+01    0.12655E-08    0.13475E-06    0.10515E-07
